iter	Passed	Remaining
512	659	626
513	660	624
514	661	622
515	662	621
516	663	619
517	663	617
518	665	616
519	665	614
520	666	613
521	667	611
522	668	609
523	669	608
524	670	606
525	671	604
526	671	603
527	673	602
528	674	600
529	675	598
530	676	597
531	676	595
532	677	593
533	678	592
534	679	590
535	681	589
536	682	588
537	683	586
538	684	585
539	685	583
540	686	582
541	687	580
542	688	579
543	688	577
544	689	575
545	690	574
546	691	572
547	692	571
548	693	569
549	694	568
550	695	566
551	696	565
552	697	563
553	698	561
554	698	560
555	699	558
556	700	557
557	701	555
558	702	554
559	703	552
560	703	550
561	704	549
562	705	547
563	706	546
564	707	544
565	708	543
566	709	542
567	710	540
568	711	539
569	712	537
570	713	536
571	714	534
572	715	533
573	716	531
574	717	530
575	718	528
576	719	527
577	719	525
578	720	524
579	721	522
580	722	521
581	723	519
582	724	518
583	725	517
584	726	515
585	728	514
586	729	513
587	730	511
588	731	510
589	732	508
590	733	507
591	733	505
592	734	504
593	735	502
594	736	501
595	737	499
596	738	498
597	739	496
598	740	495
599	740	493
600	741	492
601	742	490
602	743	489
603	744	488
604	745	486
605	746	485
606	747	483
607	748	482
608	749	480
609	749	479
610	750	478
611	751	476
612	752	475
613	753	473
614	754	472
615	755	470
616	756	469
617	756	467
618	757	466
619	758	464
620	759	463
621	760	462
622	761	460
623	761	459
624	762	457
625	763	456
626	764	454
627	765	453
628	766	451
629	767	450
630	767	449
631	768	447
632	769	446
633	770	444
634	771	443
635	772	441
636	772	440
637	773	439
638	774	437
639	775	436
640	776	434
641	777	433
642	777	431
643	778	430
644	779	429
645	780	427
646	781	426
647	782	424
648	783	423
649	784	422
650	785	420
651	786	419
652	786	418
653	787	416
654	788	415
655	789	413
656	790	412
657	791	411
658	792	409
659	792	408
660	793	407
661	794	405
662	795	404
663	796	402
664	796	401
665	797	400
666	798	398
667	799	397
668	800	396
669	801	394
670	802	393
671	803	392
672	804	390
673	806	390
674	807	388
675	808	387
676	809	386
677	810	384
678	810	383
679	811	382
680	812	380
681	813	379
682	814	377
683	815	376
684	815	375
685	816	373
686	817	372
687	818	371
688	819	370
689	820	368
690	821	367
691	822	366
692	823	364
693	824	363
694	825	362
695	825	360
696	826	359
697	827	358
698	828	356
699	829	355
700	830	354
701	830	352
702	831	351
703	832	350
704	833	348
705	834	347
706	834	346
707	835	344
708	837	343
709	837	342
710	838	340
711	839	339
712	840	338
713	841	337
714	842	335
715	843	334
716	843	333
717	844	331
718	845	330
719	846	329
720	847	327
721	848	326
722	849	325
723	850	324
724	850	322
725	851	321
726	852	320
727	853	318
728	854	317
729	855	316
730	856	315
731	857	313
732	858	312
733	858	311
734	859	310
735	860	308
736	861	307
737	862	306
738	863	304
739	864	303
740	864	302
741	865	301
742	866	299
743	867	298
744	868	297
745	869	295
746	869	294
747	870	293
748	871	292
749	872	290
750	873	289
751	874	288
752	875	287
753	876	285
754	877	284
755	878	283
756	878	282
757	879	280
758	880	279
759	881	278
760	882	277
761	883	275
762	883	274
763	884	273
764	885	272
765	886	270
766	887	269
767	888	268
768	889	267
769	890	265
770	890	264
771	892	263
772	892	262
773	893	260
774	894	259
775	895	258
776	896	257
777	897	256
778	898	254
779	898	253
780	899	252
781	900	251
782	901	249
783	902	248
784	903	247
785	904	246
786	905	244
787	906	243
788	906	242
789	907	241
790	908	240
791	909	238
792	910	237
793	911	236
794	912	235
795	913	234
796	914	232
797	915	231
798	916	230
799	917	229
800	918	228
801	919	227
802	920	225
803	921	224
804	922	223
805	923	222
806	924	220
807	924	219
808	925	218
809	926	217
810	927	216
811	928	215
812	929	213
813	931	212
814	932	211
815	933	210
816	934	209
817	934	207
818	935	206
819	936	205
820	937	204
821	938	203
822	939	201
823	939	200
824	940	199
825	941	198
826	942	197
827	943	195
828	944	194
829	944	193
830	945	192
831	946	191
832	948	190
833	948	188
834	949	187
835	950	186
836	951	185
837	952	184
838	953	182
839	954	181
840	954	180
841	955	179
842	956	178
843	957	177
844	958	175
845	959	174
846	960	173
847	961	172
848	961	171
849	962	169
850	963	168
851	964	167
852	965	166
853	966	165
854	967	164
855	968	162
856	969	161
857	969	160
858	970	159
859	971	158
860	972	156
861	973	155
862	974	154
863	974	153
864	975	152
865	976	151
866	977	149
867	978	148
868	979	147
869	979	146
870	980	145
871	981	144
872	982	142
873	983	141
874	985	140
875	985	139
876	986	138
877	987	137
878	988	136
879	989	134
880	990	133
881	991	132
882	991	131
883	992	130
884	993	129
885	994	127
886	995	126
887	996	125
888	997	124
889	997	123
890	998	122
891	999	121
892	1000	119
893	1001	118
894	1002	117
895	1003	116
896	1004	115
897	1005	114
898	1006	113
899	1007	111
900	1008	110
901	1008	109
902	1009	108
903	1010	107
904	1011	106
905	1012	105
906	1013	103
907	1014	102
908	1015	101
909	1016	100
910	1017	99
911	1017	98
912	1018	97
913	1020	95
914	1020	94
915	1021	93
916	1022	92
917	1023	91
918	1024	90
919	1025	89
920	1025	88
921	1026	86
922	1027	85
923	1028	84
924	1029	83
925	1030	82
926	1031	81
927	1031	80
928	1032	78
929	1033	77
930	1034	76
931	1035	75
932	1036	74
933	1036	73
934	1037	72
935	1039	71
936	1039	69
937	1040	68
938	1041	67
939	1042	66
940	1043	65
941	1044	64
942	1044	63
943	1045	62
944	1046	60
945	1047	59
946	1048	58
947	1049	57
948	1049	56
949	1050	55
950	1051	54
951	1052	53
952	1053	51
953	1054	50
954	1055	49
955	1057	48
956	1058	47
957	1059	46
958	1060	45
959	1061	44
960	1062	43
961	1062	41
962	1063	40
963	1064	39
964	1065	38
965	1066	37
966	1067	36
967	1068	35
968	1068	34
969	1069	33
970	1070	31
971	1071	30
972	1072	29
973	1073	28
974	1073	27
975	1074	26
976	1075	25
977	1076	24
978	1077	23
979	1078	22
980	1079	20
981	1080	19
982	1080	18
983	1081	17
984	1082	16
985	1083	15
986	1084	14
987	1085	13
988	1086	12
989	1086	10
990	1087	9
991	1088	8
992	1089	7
993	1090	6
994	1090	5
995	1091	4
996	1092	3
997	1093	2
998	1094	1
999	1095	0
